gene
ENSXETG00000018819
ENSXETG00000020473
ENSXETG00000008432
ENSXETG00000006645
ENSXETG00000002809
ENSXETG00000011443
ENSXETG00000007103
ENSXETG00000018900
ENSXETG00000009644
ENSXETG00000006079
ENSXETG00000002922
ENSXETG00000000050
ENSXETG00000007394
ENSXETG00000012040
ENSXETG00000008131
ENSXETG00000018367
ENSXETG00000014392
ENSXETG00000005092
ENSXETG00000018375
ENSXETG00000020387
ENSXETG00000019506
ENSXETG00000016138
ENSXETG00000007027
ENSXETG00000011456
ENSXETG00000004820
ENSXETG00000007785
ENSXETG00000005179
ENSXETG00000016721
ENSXETG00000016072
ENSXETG00000009095
ENSXETG00000012525
ENSXETG00000017511
ENSXETG00000005730
ENSXETG00000020447
ENSXETG00000001507
ENSXETG00000005911
ENSXETG00000010434
ENSXETG00000001192
ENSXETG00000003420
ENSXETG00000015785
ENSXETG00000010750
ENSXETG00000004972
ENSXETG00000014423
ENSXETG00000016520
ENSXETG00000001008
ENSXETG00000016994
ENSXETG00000000378
ENSXETG00000006490
ENSXETG00000014739
ENSXETG00000003261
ENSXETG00000018320
ENSXETG00000000468
ENSXETG00000002675
ENSXETG00000003518
ENSXETG00000005254
ENSXETG00000018546
ENSXETG00000011951
ENSXETG00000018234
ENSXETG00000000900
ENSXETG00000015828
ENSXETG00000016382
ENSXETG00000004540
ENSXETG00000013032
ENSXETG00000002514
ENSXETG00000013153
ENSXETG00000004636
ENSXETG00000003095
ENSXETG00000018538
ENSXETG00000010732
ENSXETG00000001934
ENSXETG00000020109
ENSXETG00000002075
ENSXETG00000009671
ENSXETG00000012268
ENSXETG00000009747
ENSXETG00000007722
ENSXETG00000010202
ENSXETG00000003277
ENSXETG00000005555
ENSXETG00000016820
ENSXETG00000005202
ENSXETG00000020434
ENSXETG00000006425
ENSXETG00000011768
ENSXETG00000002710
ENSXETG00000002680
ENSXETG00000019788
ENSXETG00000003173
ENSXETG00000005247
ENSXETG00000008502
ENSXETG00000013000
ENSXETG00000017945
ENSXETG00000009160
ENSXETG00000008738
ENSXETG00000005400
ENSXETG00000012493
ENSXETG00000004569
ENSXETG00000021191
ENSXETG00000014053
ENSXETG00000013524
ENSXETG00000007048
ENSXETG00000004720
ENSXETG00000003152
ENSXETG00000017949
ENSXETG00000005719
ENSXETG00000018843
ENSXETG00000003983
ENSXETG00000006294
ENSXETG00000013015
ENSXETG00000020690
ENSXETG00000002313
ENSXETG00000008135
ENSXETG00000007407
ENSXETG00000005476
ENSXETG00000021076
ENSXETG00000001887
ENSXETG00000021030
ENSXETG00000004891
ENSXETG00000016363
ENSXETG00000003298
ENSXETG00000018770
ENSXETG00000017502
ENSXETG00000019710
ENSXETG00000007536
ENSXETG00000004870
ENSXETG00000020127
ENSXETG00000011933
ENSXETG00000006081
ENSXETG00000015349
ENSXETG00000002607
ENSXETG00000017951
ENSXETG00000014600
ENSXETG00000009781
ENSXETG00000020401
ENSXETG00000005073
ENSXETG00000002868
ENSXETG00000017245
ENSXETG00000002399
ENSXETG00000012006
ENSXETG00000021138
ENSXETG00000005710
ENSXETG00000018471
ENSXETG00000020471
ENSXETG00000001002
ENSXETG00000016674
ENSXETG00000011385
ENSXETG00000008587
ENSXETG00000003356
ENSXETG00000000192
ENSXETG00000015356
ENSXETG00000010729
ENSXETG00000007988
ENSXETG00000010923
ENSXETG00000020826
ENSXETG00000019097
ENSXETG00000020917
ENSXETG00000013220
ENSXETG00000019925
ENSXETG00000019102
ENSXETG00000018676
ENSXETG00000020144
ENSXETG00000018829
ENSXETG00000006005
ENSXETG00000021221
ENSXETG00000017031
ENSXETG00000008158
ENSXETG00000011825
ENSXETG00000020632
ENSXETG00000013726
ENSXETG00000004341
ENSXETG00000006495
ENSXETG00000010562
ENSXETG00000019103
ENSXETG00000001039
ENSXETG00000018027
ENSXETG00000021338
ENSXETG00000016743
ENSXETG00000001516
ENSXETG00000012155
ENSXETG00000005794
ENSXETG00000015689
ENSXETG00000016578
ENSXETG00000015743
ENSXETG00000007322
ENSXETG00000004854
ENSXETG00000016787
ENSXETG00000011655
ENSXETG00000014805
ENSXETG00000019601
ENSXETG00000002144
ENSXETG00000008691
ENSXETG00000001311
ENSXETG00000009031
ENSXETG00000012988
ENSXETG00000002239
ENSXETG00000002645
ENSXETG00000014980
ENSXETG00000017424
ENSXETG00000005375
ENSXETG00000003208
ENSXETG00000019641
ENSXETG00000008495
ENSXETG00000019653
ENSXETG00000000203
ENSXETG00000018339
ENSXETG00000004588
ENSXETG00000015720
ENSXETG00000018975
ENSXETG00000010317
ENSXETG00000000735
ENSXETG00000020922
ENSXETG00000007894
ENSXETG00000009557
ENSXETG00000017492
ENSXETG00000017844
ENSXETG00000016698
ENSXETG00000005722
ENSXETG00000001554
ENSXETG00000005158
ENSXETG00000001822
ENSXETG00000021414
ENSXETG00000005256
ENSXETG00000013714
ENSXETG00000016695
ENSXETG00000017630
ENSXETG00000005183
ENSXETG00000017240
ENSXETG00000017138
ENSXETG00000019777
ENSXETG00000003638
ENSXETG00000005646
ENSXETG00000015589
ENSXETG00000016179
ENSXETG00000011809
ENSXETG00000006222
ENSXETG00000001983
ENSXETG00000020317
ENSXETG00000019080
ENSXETG00000007740
ENSXETG00000016790
ENSXETG00000003265
ENSXETG00000002883
ENSXETG00000008671
ENSXETG00000018934
ENSXETG00000010845
ENSXETG00000018358
ENSXETG00000012376
ENSXETG00000017157
ENSXETG00000016924
ENSXETG00000007050
ENSXETG00000007494
ENSXETG00000007555
ENSXETG00000008466
ENSXETG00000002426
ENSXETG00000013257
ENSXETG00000011765
ENSXETG00000017300
ENSXETG00000019973
ENSXETG00000021246
ENSXETG00000011491
ENSXETG00000006082
ENSXETG00000013290
ENSXETG00000011262
ENSXETG00000003592
ENSXETG00000012693
ENSXETG00000012370
ENSXETG00000020709
ENSXETG00000012919
ENSXETG00000019005
ENSXETG00000014632
ENSXETG00000000131
ENSXETG00000013642
ENSXETG00000020657
ENSXETG00000005836
ENSXETG00000013793
ENSXETG00000013486
ENSXETG00000010046
ENSXETG00000018253
ENSXETG00000002993
ENSXETG00000010116
ENSXETG00000018469
ENSXETG00000016955
ENSXETG00000015695
ENSXETG00000008424
ENSXETG00000014992
ENSXETG00000010954
ENSXETG00000021416
ENSXETG00000008138
ENSXETG00000017257
ENSXETG00000014883
ENSXETG00000005225
ENSXETG00000003168
ENSXETG00000016356
ENSXETG00000017207
ENSXETG00000014487
ENSXETG00000008745
ENSXETG00000021230
ENSXETG00000005820
ENSXETG00000020663
ENSXETG00000017226
ENSXETG00000014840
ENSXETG00000015212
ENSXETG00000003307
ENSXETG00000015786
ENSXETG00000003524
ENSXETG00000005770
ENSXETG00000007910
ENSXETG00000019841
ENSXETG00000008988
ENSXETG00000012823
ENSXETG00000017298
ENSXETG00000004988
ENSXETG00000013082
ENSXETG00000007737
ENSXETG00000020610
ENSXETG00000020490
ENSXETG00000007098
ENSXETG00000017986
ENSXETG00000004926
ENSXETG00000007470
ENSXETG00000020982
ENSXETG00000010445
ENSXETG00000020469
ENSXETG00000020446
ENSXETG00000017631
ENSXETG00000017376
ENSXETG00000017968
ENSXETG00000016542
ENSXETG00000004233
ENSXETG00000017108
ENSXETG00000011489
ENSXETG00000013828
ENSXETG00000019413
ENSXETG00000014997
ENSXETG00000015579
ENSXETG00000010447
ENSXETG00000019903
ENSXETG00000000714
ENSXETG00000002534
ENSXETG00000007295
ENSXETG00000004175
ENSXETG00000007162
ENSXETG00000018475
ENSXETG00000009021
ENSXETG00000011544
ENSXETG00000000377
ENSXETG00000001286
ENSXETG00000015464
ENSXETG00000008507
ENSXETG00000009794
ENSXETG00000006316
ENSXETG00000012515
ENSXETG00000020848
ENSXETG00000019871
ENSXETG00000016862
ENSXETG00000008485
ENSXETG00000011979
ENSXETG00000017000
ENSXETG00000003325
ENSXETG00000016230
ENSXETG00000019705
ENSXETG00000007978
ENSXETG00000012916
ENSXETG00000010539
ENSXETG00000003901
ENSXETG00000018772
ENSXETG00000009980
ENSXETG00000012806
ENSXETG00000012537
ENSXETG00000013932
ENSXETG00000002745
ENSXETG00000015756
ENSXETG00000000177
ENSXETG00000019457
ENSXETG00000007585
ENSXETG00000011845
ENSXETG00000013557
ENSXETG00000004632
ENSXETG00000000042
ENSXETG00000002670
ENSXETG00000012595
ENSXETG00000004578
ENSXETG00000009295
ENSXETG00000000307
ENSXETG00000005969
ENSXETG00000019504
ENSXETG00000001270
ENSXETG00000001379
ENSXETG00000000037
ENSXETG00000006987
ENSXETG00000007942
ENSXETG00000011847
ENSXETG00000018720
ENSXETG00000006412
ENSXETG00000014888
ENSXETG00000003833
ENSXETG00000017016
ENSXETG00000006835
ENSXETG00000014450
ENSXETG00000000070
ENSXETG00000011167
ENSXETG00000019260
ENSXETG00000018704
ENSXETG00000004250
ENSXETG00000012154
ENSXETG00000013152
ENSXETG00000002123
ENSXETG00000000765
ENSXETG00000001328
ENSXETG00000000748
